objek wisata,ulasan,atraksi1,atraksi2,atraksi3,amenitas1,amenitas2,amenitas3,aksesibilitas1,aksesibilitas2,aksesibilitas3,hasil atraksi,hasil amenitas,hasil aksesibilitas
goa maharani,wisata edukasi kebun binatang merangkap goa maharani. sangat ramah anak dan keluarga. ada komidi putar ada renang ada berbagai binatang. tiket masuk 30-40k per orang (anak atas 85cm bayar),positif,positif,positif,,,,,,,positif,,
goa maharani," rute atau arah yang sedikit rumit meskipun sudah disediakan peta, saya agak kesusahan saat mau mengunjungi satu demi satu hewan yang ada karena pasti ada yang terlewati.",,,,,,,,negatif,negatif,,,negatif
goa maharani,"Weekend 40k / Pax jam buka 08.30, ketika memesan tiket bisa sekalian langsung membeli tiket WBL/Terusan/Goa Zoo , hewan2 lengkap, ada hiburan tentang Gajah, parkir sedikit ya, untuk motor parkirnya agak semrawut. Paling cocok kesini Bareng keluarga.

CMIIW",positif,positif,positif,negatif,negatif,negatif,,,,positif,negatif,
goa maharani,"walau cuaca panas tetap nyaman karna banyak pohonnya. Burung-burung ini paling lucu bisa dikasih makan dan jinak.
Disarankan bawa payung/pakai topi, pakai sunblock, kacamata sunglass.
Terdapat tempat makan diarea pintu masuk, harga bersahabat.",positif,positif,positif,positif,positif,positif,,,,positif,positif,
goa maharani,"Maharani zoo, baik dan mnyenangkan karna bisa feeding girafe, anak2 senang sekali,

tp sungguh sangat kecewa sm penjual oleh2..ati2 aja buat yg blnja brem d kardus wrna kuning,yg 10rb,dpt 3 kotak.. dr luar isinya d bkin kya penuh, tp isinya cm 3 biji..mnding beli yg kemasan transparan bisa kliatan isinya, smoga dpat hidayah yg produksi dan yg bkin.. dosa besar ini..",,positif,positif,negatif,negatif,negatif,,,,positif,negatif,
goa maharani,"Tempat yg cocok buat piknik edukasi ..ada hewan2 lengkap pertunjukan burung..taman bermain .toko souvenir toko oleh2 mushola & tempat duduk jg tersedia banyak .
Ada gua maharani yg indah ..",positif,positif,positif,positif,positif,positif,,,,positif,positif,
goa maharani,"Tempatnya bagus, ada bird show setiap jam 11.00 bagus untuk liburan anak anak bisa melihat langsung berbagai jenis hewan.",positif,positif,positif,,positif,,,,,positif,,
goa maharani,"Wahana edukasi buat keluarga dan anak- anak sekolah, lokasinya luas, adem banyak pepohonan, spot foto yang menarik.
Ada goa juga didalamnya, selain memberi makan hewan.",positif,positif,positif,,positif,,,,,positif,,
goa maharani,"Kesekian kalinya kesini, overall good , alternative wisata keluarga karena anak saya bilang mau lihat hewan hewan",,positif,positif,,positif,,,,,positif,,
goa maharani,"Maharani zoo and goa memberikan pengalaman baru bagi anak2, mengenai satwa. Ada harimau, kudanil, beraneka jenis burung dan lain2.

Selengjalnya ada di youtube chanel kami Jelajah family",,positif,positif,,,,,,,positif,,
goa maharani," Goa kurang menarik sepertinya jadi agak sepi,.
Singa, harimau dan jerapah kelihatan agak kurus. Kebersihan juga cukup baik, akses mudah karena langsung dipinggir jalan raya.",negatif,negatif,negatif,positif,positif,positif,positif,positif,positif,negatif,positif,positif
goa maharani,"Bismillah..yg punya anak kecil cocok ke tempat ini krn banyak binatangnya.bisa kasi makan jerapah,foto sama burung,ada bird show.bisa naik gajah tapi pas lg tutup pas kesini jd gabisa naik gajah.trs goanya masyaallah...bagus banget.musti seharian kalau ke tempat ini.toko oleh2nya jg harganya terjangkau,kaos2 25rban utk anak2.tempatnya sebrang WBL persis.jd isa dpt 2 t4 klo kesini.dan musti 2 hari yaa..biar puas mainnya.",,negatif,positif,,positif,positif,,,,,positif,
goa maharani,"Tempat wisata edukasi yg bagus buat anak2...HTM terjangkau...dekat rumah

Anak ku seneng banget bisa lihat binatang2",positif,positif,positif,,,,,,,positif,,
goa maharani,"Kebun binatang yang cukup beragam binatangnya, satu satunya kebun binatang di Lamongan, Gresik dan Tuban, lokasi yang cukup mudah di akses, dekat dengan pantai dan WBL

Harga juga cukup terjangkau hanya 35 rb per orang (promo)",positif,positif,positif,positif,positif,,positif,positif,positif,positif,positif,positif
goa maharani,"Alur dan akses untuk jalan cukup bagus, hanya harus hati-hati karena di beberapa bagian basah. Untuk menghindari kesan pengap, ada kipas dan blower besar yan tetap menjaga sirkulasi udara.",,,,positif,positif,positif,positif,positif,positif,,positif,positif
goa maharani,Deket dengan WBL (wisata bahari lamongan) mudah di akses..,,,,,,,positif,positif,positif,,,positif
goa maharani,"Dapat promo 2 free 1. Hewan relatif banyak, sebagian kurusan, tapi petugasnya baik.
Harga makanan di depan juga g malak, soto daging nya enak. Yang jual ramah. Toilet di mana2, wastafel juga
Playground boleh dipakai. Carousel juga meskipun yg naek cuma anak kita 2 orang tetep dinyalain.",,positif,positif,positif,positif,positif,,,,positif,positif,
goa maharani,Kebun binatangnya tidak terlalu besar. Hewan yang ada cukup banyak jenisnya. Cukup lengkap. Penataan bagus. Dan ada goa alam disini. Tempatnya bersih. Ada pasar oleh oleh dan tempat makannya juga yang berada diluar.,,positif,positif,positif,positif,positif,,,,positif,positif,
goa maharani,Tempatnya luas dan nyaman. Berbagai macam binatang dari berbagai daerah juga ada. Yang paling saya suka toiletnya bersih,positif,positif,positif,positif,positif,positif,,,,positif,positif,
goa maharani,"Baguuuss... banyak hewane, anak kecil bisa interaksi langsung. Bisa memberi makan hewan-hewan. Harimau juga mantabss...",positif,positif,positif,,positif,,,,,positif,,
goa maharani,goa nya kurang menarik seperti dulu,negatif,negatif,negatif,,,,,,,negatif,,
goa maharani,"Kebun binatangnya bersih, terawat.. hewan nya juga gemuk²... Bisa ngasih makan hewan juga... Khususnya jerapah... Semua karyawan ramah",,positif,positif,,positif,positif,,,,positif,positif,
goa maharani,"Tempat wisata edukasi untuk anak mengenal satwa, tarif bersahabat,koleksi binatang cukup lengkap",positif,positif,positif,,positif,,,,,positif,,
goa maharani,"Kebun binatang bersih, binatang ny y lumayan lengkap, tempat ny gak begitu luas tp lumayan buat sekedar piknik bersama kelg.",,positif,positif,positif,positif,positif,,,,positif,positif,
goa maharani,"Seru,,, tempatnya bersih.
Saran aja sih, lebih di banyakin mainan buat anak2.",,negatif,negatif,positif,positif,positif,,,,negatif,positif,
goa maharani,"Desain tempatnya bagus,
Tempat tidak terlalu panas (banyak pepohonan),
Gua nya agak lembab namun wangi (disediakan banyak kipas juga).
Rekomen untuk liburan keluarga.",positif,positif,positif,,positif,positif,,,,positif,positif,
goa maharani,"Tempat rekreasi yang menarik, keluarga pasti senang berkunjung di sana, cocok buat anak-anak karena anak-anak belajar banyak dari satwa-satwa asli Nusantara dan negara negara seperti yang ada di benua Australia, Eropa, dan Afrika.
Spot foto juga bagus. Anda dapat menikmati hiburan pertunjukan gajah dan burung disana.",positif,positif,positif,,positif,,,,,positif,,
goa maharani,"Tempatnya nyaman edukatif , toilet juga banyak , petugasnya ramah , pedagangnya juga ramah.",,,,positif,positif,positif,,,,,positif,
goa maharani,"Tiket masuk standart. Yg menyenangkan petugas nya smua ramah, fasilitas lengkap",,,,positif,positif,positif,,,,,positif,
goa maharani,"Bagus,bersih hewan terlihat sehat dan terawat.",,positif,positif,,,,,,,positif,,
goa maharani,Tempat nyaman cocok sekali utk liburan keluarga...,,positif,positif,,,,,,,positif,,
goa maharani," Lahan parkir kurang luas, kesadaran pengunjung utk kebersihan masih rendah. Tarif murah,",,,,negatif,negatif,negatif,,,,,negatif,
goa maharani,"Hewan cukup banyak, tempat bermain anak2 free tdk d pungut biaya lain",,positif,positif,,,,,,,positif,,
goa maharani,"Banyak binatang lucu, bisa bermain, pegang, naikin juga. Ada musium yg bisa menambah wawasan.",,positif,positif,,,,,,,positif,,
goa maharani,Hmm .. area terasa sunyi .. g terdengar Musik .. mungkin hewanya g suka musik kalii .. huuft jd bt ..,negatif,,negatif,,negatif,,,,,negatif,,
goa maharani,Tempat rekreasi dan edukasi satwa lumayan banyak koleksinya....,positif,positif,positif,,,,,,,positif,,
goa maharani,"Tempat cukup bagus. Bersih, hewan2 terawat dgn baik. harimaunya kelihatan gemuk dan sehat. Tiket terjangkau. Parkiran kendaraan terbatas. Bisa numpang di WBL  atau di tanah kosong sekitarnya (ongkos parkir lebih mahal, tp aman).",positif,positif,positif,negatif,negatif,negatif,,,,positif,negatif,
goa maharani,mantap buat rekreasi keluarga buat menambah wawasan anak2,,positif,positif,,,,,,,positif,,
goa maharani,"Koleksi hewan cukup lengkap. Lokasi terasa teduh meski di pinggir pantai. Ada pertunjukan hewan di jam2 tertentu. Jika pakai tiket terusan WBL, jangan lupa manage waktu agar bisa puas juga di zoo ini.",,positif,positif,,positif,,,,,positif,,
goa maharani,"Kasian sama hewannya, banyak yg kurang makan kayanya. Keliatan kurus-kurus:(",,negatif,negatif,,,,,,,negatif,,
goa maharani,Tempat wisata yang Edukasi sekali,positif,positif,positif,,,,,,,positif,,
goa maharani,"Tempatnya bagus dengan koleksi hewan yang lumayan lengkap & ada tempat bermain untuk anak², jd pasti sangat cocok buat pengetahuan anak tentang binatang",positif,positif,positif,,,,,,,positif,,
goa maharani,Harga tiket terjangkau dan wahana yang ditawarkan sangat memuaskan,positif,positif,positif,,,,,,,positif,,
goa maharani,"Kesini pas libur nasional hari senin, sehari sebelumnya WA adminnya, dan responnya ramah.. Masuk zoo aja 40rb. Didalem ada permainan anak dan ada kolam renang juga. Walopun udaranya panas, tapi rimbun dan banyak kursi untuk istirahat..",positif,positif,positif,,positif,positif,,,,positif,positif,
goa maharani,Ramai sekali after idul Fitri...menyenangkan bersama keluarga,,,,,,,,,,,,
goa maharani,"Kebersihan di tempat wisata tidak d ragukan lagi, petugas banyak dan ramah cuman sayangnya keadaan musolla yg kurang terawat apalgi d tambah pas duduk d depan petugas kebersihan nyapu d depan pintu masuk maharani zoo dan sampahnya d taruh d pojok pintu musolla sayank skali, mohon d perbaiki untuk kebersihan musolla dan tempat wudhu nya jg tidak hanya lokasi maharani nya",,,,positif,negatif,negatif,,,,,negatif,
goa maharani,Lumayan komplit hewannya,,positif,positif,,,,,,,positif,,
goa maharani,Tempat liburan yang mengedukasi anak terkait satwa yang ada di dunia.,,positif,positif,,,,,,,positif,,
goa maharani,Objek wisata di tepi jalur pantura lamongan. Koleksi hewan tidak terlalu banyak tapi hewan terawat dn lokasi zoo bersih dengan bberapa spot foto selfie,,positif,positif,positif,positif,positif,,,,positif,positif,
goa maharani,Maharani zoo yg sekaran sdh jauh lebih bagus sekali buanyak perkembangannya banyak hewan satwanya jg dn Gua Maharani jg sdh banyak perubahan lebih bagus sekali yg sekarang ini,positif,positif,positif,,,,,,,positif,,
goa maharani,"bbrp hewan disana seperti kurang terawat mgkn karena terlalu sepi, bahkan pd saat puasa kmrn tdk ada yg jual makanan di sana, hanya ada mie instant cup... Semoga kedepan bisa dibuat lebih menarik lagi sehingga semua kekurangan td bisa diperbaiki",negatif,negatif,negatif,negatif,negatif,negatif,,,,negatif,negatif,
goa maharani,"Bagus hanya saja alur perjalanan harus kemama2 dulu tu tidak jelas, terus banyak pegawai yg duduk bergelombol di setiap sesion foto satwa",,,,,negatif,negatif,negatif,negatif,negatif,,negatif,negatif
goa maharani,"saya tertipu saat beli oleh2 trnyata snack yg saya beli pas drmh dibuka dah beraroma ga enak klo orng jawa bilang ""tengik"". jd klo mau beli oleh2 mesti teliti.",,,,,negatif,negatif,,,,,negatif,
goa maharani,"Tempat liburan keluarga kalau lagi ada duit hehe. Yah udah nggak asing sih wisata ini, makin maju wahananya, nggak hanya goa, ada binatang langka juga disana. Mantep pokoknya",positif,positif,positif,,,,,,,positif,,
goa maharani,"Tempatnya nyaman banyak binatangnya juga bisa buat perkenalan buat anak"" tentang hewan harga tiketnya juga tidak terlalu mahal.",,positif,positif,,positif,positif,,,,positif,positif,
goa maharani,"Bagus banget untuk rekreasi keluarga, recommended. Koleksi binatang cukup banyak dan tempatnya bersih.",positif,positif,positif,positif,positif,positif,,,,positif,positif,
goa maharani,"Hewannya lumayan lengkap, sangat cocok jika berkunjung dengan si kecil",positif,positif,positif,,,,,,,positif,,
goa maharani,"Wisata edukasi satwa yg berhadapan dengab WBL, sangat cocok buat anak anak..",positif,positif,positif,,,,,,,positif,,
goa maharani,Tempat yang nyaman untuk anak anak..,,,,,positif,positif,,,,,positif,
goa maharani,"Banyak satwa yg menarik untuk anak2, ditambah ada kolam renang mini yg membuat anak2 lebih senang lagi.",,positif,positif,,,,,,,positif,,
goa maharani,"Wisata edukasi yg cocok untuk anak². Lg ada promo selama bulan agustus. Pengunjung yg tidak terlalu ramai dimasa pandemi seperti ini, jd aman. Tempatnya bersih dan nyaman.",positif,positif,positif,positif,positif,positif,,,,positif,positif,
goa maharani,"Edukatif untuk pengenalan hewan kepada anak sejak dini, hnya saja toilet nya kurang perawatan.",,positif,positif,negatif,negatif,negatif,,,,positif,negatif,
goa maharani,Bagus sih gua nya ... Tp kl zoo mirip2 KBS ... Tp view untk foto bnyak bnget,positif,positif,positif,,,,,,,positif,,
goa maharani,Edukasi tentang dunia Binatang dan sebuah mahakarya dari Tuhan Gua Maharani,,positif,positif,,,,,,,positif,,
goa maharani,Kebun binatangnya asik... bisa masuk ke tempat burung sayangnya kemarin pas kesana kuda poninya sedang tidak keluar..,positif,positif,positif,,,,,,,positif,,
goa maharani,Mantabb luar biasa.. menyenangkan buat anak2,,positif,positif,,,,,,,positif,,
goa maharani,Menyenangkan sekali,,positif,positif,,,,,,,positif,,
goa maharani,Nyaman.. Bersih.. Wisata edukasi yang cocok buat anak-anak dan keluarga..,positif,positif,positif,positif,positif,positif,,,,positif,positif,
goa maharani,Kebun binatang di pinggir laut daerah Lamongan hanya lokasinya agak jauh dari kota surabaya.,,,,,,,negatif,negatif,negatif,,,negatif
goa maharani,"Tempat nya jauh lebih bagus dari pada dulu, & fasilitas nya jauh lebih lengkap daripada dulu",,,,positif,positif,positif,,,,,positif,
goa maharani,"Tempatnya bagus banget.. Cocok buat anak""",positif,positif,positif,,,,,,,positif,,
goa maharani,Tempatnya nyaman dan asri.. cocok buat tujuan outbound anak usia dini,positif,positif,positif,,,,,,,positif,,
goa maharani,"Pas mau parkir area dpan lokasi penuh. Jd nya parkir d sblah lokasi.....kena dech 2x lipat dri tarif yg dpan maharani pas......Moga2 aja lahan parkir bisa d prluas. Dan misalkan wrga skitar buka parkir sndiri, karcisnya jg bisa sama2 10rb.",,,,negatif,negatif,negatif,,,,,negatif,
goa maharani,"Bagus sih banyak permainan nya, tapi yang kolam renang nya agak dangkal.",,negatif,negatif,,,,,,,negatif,,
goa maharani,Satwanya tolong digemukin...  kasihan sama yang satu ini kurus kering,,negatif,negatif,,,,,,,negatif,,
goa maharani,"Wisata goa yang cukup.indah..
Ada taman satwa juga. Cocok utk liburan keluarga dengan udara yang sejuk",positif,positif,positif,,,,,,,positif,,
goa maharani,Wisata edukasi tuk mengenalkan satwa ke si kecil,,positif,positif,,,,,,,positif,,
goa maharani,"Tiket lmyan murah dan d dalam tempat wisata lumayan bgus
Pokok y wisata lamongan luar biasa",positif,positif,positif,,,,,,,positif,,
goa maharani,sejak jaman sd sih kesini..baru ngulas aja.. bagus tempatnya. kek selalu jadi idola viewnya,positif,positif,positif,,,,,,,positif,,
goa maharani,Wisata alam nan Indah cocok untuk anak2 Bagus.... Binatangnya hampir lengkap....,positif,positif,positif,positif,,,,,,positif,,
goa maharani,Semakin indah....  Dengan tiket yang bersahabat,,positif,positif,,,,,,,positif,,
goa maharani,Merupakan sarana edukasi yang sangat direkomendasikan. Memadukan antara kebun binatang dengan gua secara baik. Fasilitas penunjang lengkap dan dikelola secara profesional. Tidak hanya bermanfaat untuk healing but more than healing bro,,positif,positif,positif,positif,positif,,,,positif,positif,
goa maharani,Sangat menyenangkan,,positif,positif,,,,,,,positif,,
goa maharani,"Koleksi hewan di kebun binatang ini lumayan lah, kalau untuk edukasi ke anak anak masih lumayan menarik, Goa Maharani yang sejak dulu ada masih lumayan menarik untuk dikunjungi",positif,positif,positif,,,,,,,positif,,
goa maharani,menyenangkan Bagus buat rekreasi sama anak-anak,,positif,positif,,,,,,,positif,,
goa maharani,"Walaupun tidak luas, tapi hewannya bagus² dibanding kebun binatang yang lebih besar. Nyaman karena pengunjung tidak padat, tempat teduh. Puas bisa feeding gajah, jerapah, burung. Ada playground juga. Singa keliatannya sedang sakit.",positif,positif,positif,,,,,,,positif,,
goa maharani,Thun baruan kesini sdh ckup menyenangkan.....,,positif,positif,,,,,,,positif,,
goa maharani,Edukasi pengenalan langsung dengan hewan untuk anak2 sangat bagus buat wawasan,,positif,positif,,,,,,,positif,,
